Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Month,Hour
336573,Disney Data Cap,2015-12-06,2015-12-06 00:00:00,1900-01-01 11:27:30,Internet,Knoxville,Tennessee,37922,Solved,No,December,11
337290,Disney intrnet,2015-12-06,2015-12-06 00:00:00,1900-01-01 14:56:08,Internet,Knoxville,Tennessee,37909,Solved,No,December,14
337481,Refusal to Prorate for Services Not Recieved,2015-12-06,2015-12-06 00:00:00,1900-01-01 15:56:55,Internet,Knoxville,Tennessee,37914,Solved,No,December,15
336690,Disney Data Caps,2015-12-06,2015-12-06 00:00:00,1900-01-01 11:52:00,Customer Care Call,Knoxville,Tennessee,37919,Solved,No,December,11
338930,Data soft cap and charges from Disney,2015-06-13,2015-06-13 00:00:00,1900-01-01 12:05:30,Customer Care Call,Knoxville,Tennessee,37920,Open,No,June,12
338970,Disney Speed and Cap misinformation,2015-06-13,2015-06-13 00:00:00,1900-01-01 12:43:14,Customer Care Call,Knoxville,Tennessee,37918,Open,No,June,12
339321,Disney Excessive Overages,2015-06-13,2015-06-13 00:00:00,1900-01-01 16:32:42,Internet,Knoxville,Tennessee,37912,Solved,No,June,16
339351,Disney Data Caps for Home Internet Service,2015-06-13,2015-06-13 00:00:00,1900-01-01 17:03:10,Internet,Knoxville,Tennessee,37917,Open,No,June,17
339600,Disney,2015-06-13,2015-06-13 00:00:00,1900-01-01 22:20:36,Customer Care Call,Knoxville,Tennessee,37918,Open,No,June,22
339770,Disney monthly data usage cap,2015-06-14,2015-06-14 00:00:00,1900-01-01 09:21:34,Customer Care Call,Knoxville,Tennessee,37918,Open,No,June,9
340029,Disney data limits and overage charges,2015-06-14,2015-06-14 00:00:00,1900-01-01 16:11:14,Internet,Knoxville,Tennessee,37917,Solved,No,June,16
342298,Disney Data Use Caps,2015-06-15,2015-06-15 00:00:00,1900-01-01 20:19:23,Internet,Knoxville,Tennessee,37914,Open,No,June,20
343023,Data Caps,2015-06-16,2015-06-16 00:00:00,1900-01-01 11:48:59,Internet,Knoxville,Tennessee,37923,Open,No,June,11
348451,Service outno customer service provided,2015-06-18,2015-06-18 00:00:00,1900-01-01 11:47:15,Customer Care Call,Knoxville,Tennessee,37909,Solved,No,June,11
353784,Disney Data Usage,2015-06-20,2015-06-20 00:00:00,1900-01-01 13:09:23,Customer Care Call,Knoxville,Tennessee,37919,Pending,No,June,13
360167,Forced data capping,2015-06-23,2015-06-23 00:00:00,1900-01-01 21:07:30,Internet,Knoxville,Tennessee,37909,Pending,Yes,June,21
360358,Disney Costs,2015-06-23,2015-06-23 00:00:00,1900-01-01 22:29:07,Internet,Knoxville,Tennessee,37916,Open,No,June,22
360742,Unfair Billing Practices,2015-06-24,2015-06-24 00:00:00,1900-01-01 02:00:16,Internet,Knoxville,Tennessee,37909,Open,No,June,2
368771,Request to transfer email account from Disney,2015-06-26,2015-06-26 00:00:00,1900-01-01 16:20:12,Customer Care Call,Kunkletown,Pennsylvania,10858,Solved,No,June,16
356498,Disney Data Cap,2015-06-22,2015-06-22 00:00:00,1900-01-01 16:37:03,Customer Care Call,La Follette,Tennessee,37766,Solved,No,June,16
215483,complaint against Disneyinfinity,2015-02-04,2015-02-04 00:00:00,1900-01-01 21:22:12,Internet,Lafayette,California,94549,Closed,No,February,21
326978,Complaint about service provided by DisneyXfinity,2015-06-06,2015-06-06 00:00:00,1900-01-01 16:23:14,Internet,Lafayette,Indiana,47909,Solved,No,June,16
366507,Problems with Disney,2015-06-25,2015-06-25 00:00:00,1900-01-01 17:20:34,Customer Care Call,Lafayette,Indiana,47904,Solved,No,June,17
251408,Service Provided is Not What was Promised,2015-04-22,2015-04-22 00:00:00,1900-01-01 21:20:05,Internet,Lake City,Florida,32025,Closed,No,April,21
305358,Email account removed,2015-05-24,2015-05-24 00:00:00,1900-01-01 16:02:49,Customer Care Call,Lake City,Florida,32025,Solved,No,May,16
372351,internet,2015-06-29,2015-06-29 00:00:00,1900-01-01 13:52:24,Internet,Lake Lotwawana,Missouri,64086,Solved,No,June,13
342487,Billing fraud by Disney,2015-06-15,2015-06-15 00:00:00,1900-01-01 23:40:30,Internet,Lake Oswego,Oregon,97035,Solved,No,June,23
350930,Disney,2015-06-19,2015-06-19 00:00:00,1900-01-01 01:36:03,Customer Care Call,Lake Station,Indiana,46405,Solved,No,June,1
317426,internet availability for students,2015-01-06,2015-01-06 00:00:00,1900-01-01 16:59:16,Internet,Lake Tapps,Washington,98391,Open,Yes,January,16
258370,billing,2015-04-27,2015-04-27 00:00:00,1900-01-01 10:38:03,Internet,Lake Worth,Florida,33467,Closed,No,April,10
301352,Disney internet,2015-05-21,2015-05-21 00:00:00,1900-01-01 13:46:25,Internet,Lake Worth,Florida,33461,Solved,No,May,13
349083,Disney Internet Billing,2015-06-18,2015-06-18 00:00:00,1900-01-01 14:27:51,Customer Care Call,Lake Worth,Florida,33467,Open,Yes,June,14
272570,Inability to call 911 service during a power outage,2015-04-05,2015-04-05 00:00:00,1900-01-01 18:32:40,Customer Care Call,Lakewood,Colorado,80227,Solved,No,April,18
322200,Disney monopoly hurting my business,2015-03-06,2015-03-06 00:00:00,1900-01-01 19:39:35,Customer Care Call,Lakewood,Colorado,80215,Open,No,March,19
359672,DisneyBilling,2015-06-23,2015-06-23 00:00:00,1900-01-01 18:14:10,Internet,Lakewood,Colorado,80214,Solved,No,June,18
370657,Internet speed not as advertised,2015-06-27,2015-06-27 00:00:00,1900-01-01 23:49:04,Customer Care Call,Lakewood,Colorado,80228,Open,No,June,23
375292,Underhanded sales techniques,2015-06-30,2015-06-30 00:00:00,1900-01-01 15:59:45,Internet,Lakewood,Colorado,80215,Pending,No,June,15
360760,Disney Internet,2015-06-24,2015-06-24 00:00:00,1900-01-01 02:25:45,Internet,Lakewood,Washington,98498,Open,Yes,June,2
224907,InternetPhone Billing Services,2015-08-04,2015-08-04 00:00:00,1900-01-01 17:14:27,Internet,Lancaster,Pennsylvania,17601,Closed,No,August,17
327394,Fraudulent billing practice,2015-07-06,2015-07-06 00:00:00,1900-01-01 13:35:54,Customer Care Call,Lancaster,Pennsylvania,17602,Solved,No,July,13
359952,Not receiving network speed as advertised,2015-06-23,2015-06-23 00:00:00,1900-01-01 19:44:18,Customer Care Call,Lancaster,Pennsylvania,17603,Open,No,June,19
217488,Internet SpeedService,2015-03-04,2015-03-04 00:00:00,1900-01-01 23:45:34,Internet,Lansing,Michigan,48917,Closed,No,March,23
254865,Disney not honoring agreement,2015-04-24,2015-04-24 00:00:00,1900-01-01 11:10:28,Customer Care Call,Lansing,Michigan,48910,Closed,No,April,11
287152,Falsified unreturned equipment fees,2015-05-13,2015-05-13 00:00:00,1900-01-01 10:12:47,Internet,Lansing,Michigan,48912,Solved,No,May,10
360633,Slow Disney internet,2015-06-24,2015-06-24 00:00:00,1900-01-01 00:29:01,Customer Care Call,Lansing,Michigan,48917,Solved,No,June,0
360805,Disney not delivering advertised speed,2015-06-24,2015-06-24 00:00:00,1900-01-01 03:40:52,Internet,Lansing,Michigan,48917,Open,No,June,3
368658,Disney Support,2015-06-26,2015-06-26 00:00:00,1900-01-01 15:40:10,Internet,Lansing,Michigan,48911,Pending,No,June,15
268345,Several issues,2015-01-05,2015-01-05 00:00:00,1900-01-01 11:47:17,Internet,Lantana,Florida,33462,Closed,No,January,11
281869,Inappropriate billing,2015-09-05,2015-09-05 00:00:00,1900-01-01 14:10:19,Customer Care Call,Lantana,Florida,33462,Closed,No,September,14
290320,Disney internet offer,2015-05-14,2015-05-14 00:00:00,1900-01-01 15:43:29,Internet,Larkspur,California,94939,Solved,No,May,15
323021,Disney Las Cruces New Mexico,2015-04-06,2015-04-06 00:00:00,1900-01-01 11:50:46,Customer Care Call,Las Cruces,New Mexico,88011,Closed,No,April,11
371411,Unfair Billing Practices,2015-06-29,2015-06-29 00:00:00,1900-01-01 00:41:11,Customer Care Call,Las Cruces,New Mexico,88011,Solved,No,June,0
270736,Disney Stockholder Response,2015-03-05,2015-03-05 00:00:00,1900-01-01 17:36:02,Customer Care Call,Las Vegas,Nevada,89104,Closed,No,March,17
334003,Xfinity Cable  Internet repackage scam,2015-10-06,2015-10-06 00:00:00,1900-01-01 21:50:41,Customer Care Call,Lauderhill,Florida,33313,Solved,No,October,21
312662,Constant loss of account,2015-05-28,2015-05-28 00:00:00,1900-01-01 21:13:08,Customer Care Call,Laurel,Maryland,20708,Solved,Yes,May,21
361873,Xfinity Slow Internet,2015-06-24,2015-06-24 00:00:00,1900-01-01 13:16:18,Customer Care Call,Laurel,Maryland,20708,Solved,No,June,13
375959,Disney Poor Customer Service and Degraded Service,2015-06-30,2015-06-30 00:00:00,1900-01-01 19:19:20,Internet,Laurel,Maryland,20708,Solved,No,June,19
262831,Data cap,2015-04-28,2015-04-28 00:00:00,1900-01-01 19:53:37,Customer Care Call,Laurel,Mississippi,39440,Closed,No,April,19
328006,Disney Internet,2015-08-06,2015-08-06 00:00:00,1900-01-01 11:05:55,Customer Care Call,Laurel,Mississippi,39440,Solved,No,August,11
351933,Billing discrepancies and misrepresentation of package prices,2015-06-19,2015-06-19 00:00:00,1900-01-01 13:40:08,Internet,Lawranceville,Georgia,30045,Solved,No,June,13
228320,Disney Cancellation,2015-10-04,2015-10-04 00:00:00,1900-01-01 11:06:01,Internet,Lawrenceville,Georgia,30044,Closed,No,October,11
289071,Disney Data Limit,2015-05-14,2015-05-14 00:00:00,1900-01-01 00:16:01,Customer Care Call,Lawrenceville,Georgia,30045,Solved,No,May,0
372425,Disney Data Cap,2015-06-29,2015-06-29 00:00:00,1900-01-01 14:15:07,Internet,Lawrenceville,Georgia,30045,Pending,No,June,14
277366,lack of service and speed,2015-06-05,2015-06-05 00:00:00,1900-01-01 21:42:42,Internet,League City,Texas,77573,Closed,No,June,21
370440,Disney in violation of merger terms,2015-06-27,2015-06-27 00:00:00,1900-01-01 19:18:54,Customer Care Call,League City,Texas,77539,Solved,No,June,19
360320,online adertised price was not honored over phone,2015-06-23,2015-06-23 00:00:00,1900-01-01 22:16:01,Internet,Lebanon,New Hampshire,3766,Solved,No,June,22
362928,Locals,2015-06-24,2015-06-24 00:00:00,1900-01-01 17:24:09,Customer Care Call,Lebanon,Oregon,97355,Open,No,June,17
260336,Disney fees and internet services,2015-04-27,2015-04-27 00:00:00,1900-01-01 21:21:34,Customer Care Call,Lebanon,Pennsylvania,17046,Closed,No,April,21
233974,Blocking the viewing of websites,2015-04-14,2015-04-14 00:00:00,1900-01-01 10:03:37,Customer Care Call,Lehigh Acres,Florida,33974,Closed,No,April,10
299683,bait and switch,2015-05-20,2015-05-20 00:00:00,1900-01-01 15:46:39,Internet,Lehigh Acres,Florida,33936,Open,No,May,15
360791,Unfair pricing,2015-06-24,2015-06-24 00:00:00,1900-01-01 03:06:22,Internet,Lehigh Acres,Florida,33936,Open,Yes,June,3
347557,unresponsive calls to customer service regarding wifi hotspots,2015-06-17,2015-06-17 00:00:00,1900-01-01 22:06:54,Customer Care Call,Lemont,Illinois,60439,Open,No,June,22
222075,Disney BILLING,2015-07-04,2015-07-04 00:00:00,1900-01-01 15:03:43,Customer Care Call,Levittown,Pennsylvania,19055,Closed,Yes,July,15
332408,Disney promised credits by superviser,2015-10-06,2015-10-06 00:00:00,1900-01-01 11:46:59,Internet,Levittown,Pennsylvania,19055,Open,No,October,11
327786,bait  switch,2015-08-06,2015-08-06 00:00:00,1900-01-01 06:18:48,Internet,Lilburn,Georgia,30047,Closed,No,August,6
362485,Data Caps,2015-06-24,2015-06-24 00:00:00,1900-01-01 15:49:24,Internet,Lilburn,Georgia,30047,Pending,No,June,15
360828,Data caps,2015-06-24,2015-06-24 00:00:00,1900-01-01 04:21:19,Internet,Lilburn,Georgia,30047,Pending,Yes,June,4
374157,Disney data cap,2015-06-30,2015-06-30 00:00:00,1900-01-01 10:32:56,Internet,Lilburn,Georgia,30047,Open,No,June,10
218049,cheating customer,2015-04-04,2015-04-04 00:00:00,1900-01-01 17:45:02,Internet,Lincolnwood,Illinois,60712,Closed,No,April,17
344415,Disney Bundled Services,2015-06-16,2015-06-16 00:00:00,1900-01-01 19:49:59,Customer Care Call,Lindenwold,New Jersey,8021,Open,Yes,June,19
341950,Xfinity unable to correct issue of losing connection,2015-06-15,2015-06-15 00:00:00,1900-01-01 17:40:17,Internet,Linwood,New Jersey,8221,Open,No,June,17
360235,Disney,2015-06-23,2015-06-23 00:00:00,1900-01-01 21:44:45,Internet,Lisle,Illinois,60532,Solved,No,June,21
368198,Monopolistic Billing Practices,2015-06-26,2015-06-26 00:00:00,1900-01-01 13:34:44,Internet,Lisle,Illinois,60532,Solved,No,June,13
256913,300 GB monthly allowance,2015-04-25,2015-04-25 00:00:00,1900-01-01 13:10:02,Customer Care Call,Lithia Springs,Georgia,30122,Closed,No,April,13
360550,Disney Data Cap,2015-06-23,2015-06-23 00:00:00,1900-01-01 23:36:42,Internet,Lithia Springs,Georgia,30122,Pending,Yes,June,23
221665,Internet down,2015-07-04,2015-07-04 00:00:00,1900-01-01 13:17:58,Internet,Lithonia,Georgia,30058,Closed,No,July,13
263720,Disney Data Threshold,2015-04-29,2015-04-29 00:00:00,1900-01-01 11:30:36,Customer Care Call,Lithonia,Georgia,30058,Closed,No,April,11
312637,customer service,2015-05-28,2015-05-28 00:00:00,1900-01-01 20:49:57,Internet,Lithonia,Georgia,30058,Pending,No,May,20
354540,customer service  price,2015-06-21,2015-06-21 00:00:00,1900-01-01 10:39:53,Internet,Lithonia,Georgia,30058,Closed,No,June,10
372723,Loss of ElectronicsPoor Customer ServiceFaulty Grounding,2015-06-29,2015-06-29 00:00:00,1900-01-01 15:35:57,Customer Care Call,Lithonia,Georgia,30058,Closed,No,June,15
274026,Ongoing Disney internet outages,2015-05-05,2015-05-05 00:00:00,1900-01-01 14:42:31,Customer Care Call,Little Rock,Arkansas,72203,Closed,No,May,14
359868,unfair Internet prices,2015-06-23,2015-06-23 00:00:00,1900-01-01 19:18:44,Customer Care Call,Little Rock,Arkansas,72223,Solved,No,June,19
362556,Disney internet Dropping out,2015-06-24,2015-06-24 00:00:00,1900-01-01 16:00:43,Internet,Little Rock,Arkansas,72223,Solved,No,June,16
361742,Disney Problems,2015-06-24,2015-06-24 00:00:00,1900-01-01 12:44:28,Customer Care Call,Little Rock,Arkansas,72205,Solved,No,June,12
338149,Overcharged for underperforming services,2015-12-06,2015-12-06 00:00:00,1900-01-01 18:20:55,Customer Care Call,Littleton,Colorado,80123,Solved,No,December,18
369960,I am being throttled by Disney,2015-06-27,2015-06-27 00:00:00,1900-01-01 13:14:37,Internet,Littleton,Colorado,80123,Solved,No,June,13
231375,Disney Unfair Billing Practices,2015-12-04,2015-12-04 00:00:00,1900-01-01 18:07:28,Internet,Littleton,Massachusetts,1460,Closed,No,December,18
213817,Disney billing shutting off service,2015-02-04,2015-02-04 00:00:00,1900-01-01 11:23:54,Customer Care Call,Live Oak,California,95953,Open,No,February,11
374291,Disneycomcas,2015-06-30,2015-06-30 00:00:00,1900-01-01 11:19:50,Internet,Lndianapolis,Indiana,46228,Open,No,June,11
211472,Disney cable,2015-01-04,2015-01-04 00:00:00,1900-01-01 10:43:20,Customer Care Call,Lockport,Illinois,60441,Closed,No,January,10
231374,Fraudulent Billing practices by Disney,2015-12-04,2015-12-04 00:00:00,1900-01-01 18:03:51,Customer Care Call,Locust Grove,Virginia,22508,Closed,No,December,18
344348,Services Interrupted,2015-06-16,2015-06-16 00:00:00,1900-01-01 19:12:42,Customer Care Call,Locust Grove,Virginia,22508,Solved,No,June,19
352012,Internet contract issue,2015-06-19,2015-06-19 00:00:00,1900-01-01 14:00:04,Internet,Lodi,California,95242,Solved,No,June,14
366778,Disney Billing,2015-06-25,2015-06-25 00:00:00,1900-01-01 18:47:13,Internet,Logan,Utah,84321,Solved,Yes,June,18
291331,Xfinity Bogus modem charges,2015-05-15,2015-05-15 00:00:00,1900-01-01 09:56:08,Internet,Loganville,Georgia,30052,Solved,No,May,9
316040,na b 6,2015-05-31,2015-05-31 00:00:00,1900-01-01 21:25:28,Internet,Loganville,Georgia,30052,Pending,No,May,21
351393,Disney,2015-06-19,2015-06-19 00:00:00,1900-01-01 11:20:13,Customer Care Call,Loganville,Georgia,30052,Solved,No,June,11
361105,Poor Customer Service and Internet Availability,2015-06-24,2015-06-24 00:00:00,1900-01-01 09:58:38,Internet,Loganville,Georgia,30052,Solved,No,June,9
324702,Disney Service,2015-05-06,2015-05-06 00:00:00,1900-01-01 08:14:46,Customer Care Call,Lonaconing,Maryland,21539,Solved,No,May,8
362024,internet service and phone service,2015-06-24,2015-06-24 00:00:00,1900-01-01 13:54:04,Internet,Long Grove,Illinois,60047,Solved,No,June,13
361528,Xfinity,2015-06-24,2015-06-24 00:00:00,1900-01-01 11:59:36,Customer Care Call,Longmont,Colorado,80504,Open,No,June,11
352951,Internet Speeds and Billing Errors,2015-06-19,2015-06-19 00:00:00,1900-01-01 18:41:29,Internet,Los Alamos,New Mexico,87544,Open,Yes,June,18
272972,Disney Billing Issue,2015-04-05,2015-04-05 00:00:00,1900-01-01 23:57:58,Internet,Los Angeles,California,90034,Closed,No,April,23
367365,Internet Throttling  Unfair Billing Practices,2015-06-26,2015-06-26 00:00:00,1900-01-01 04:21:20,Internet,Los Gatos,California,95032,Closed,No,June,4
367949,Internet Throttling  Unfair Billing Practices,2015-06-26,2015-06-26 00:00:00,1900-01-01 12:04:31,Internet,Los Gatos,California,95032,Solved,No,June,12
375794,Disney False Advertising,2015-06-30,2015-06-30 00:00:00,1900-01-01 18:16:26,Internet,Los Gatos,California,95033,Open,No,June,18
370484,Speeds slower than advertised,2015-06-27,2015-06-27 00:00:00,1900-01-01 20:08:01,Customer Care Call,Louisville,Colorado,80027,Solved,No,June,20
305856,Increase in Price of internet,2015-05-25,2015-05-25 00:00:00,1900-01-01 13:36:39,Internet,Louisville,Tennessee,37777,Solved,Yes,May,13
362020,Disney,2015-06-24,2015-06-24 00:00:00,1900-01-01 13:53:15,Internet,Lowell,Massachusetts,1854,Solved,Yes,June,13
333846,Disney internet,2015-10-06,2015-10-06 00:00:00,1900-01-01 20:25:49,Internet,Lutherville,Maryland,21093,Open,No,October,20
340455,Slowness of Internet,2015-06-15,2015-06-15 00:00:00,1900-01-01 09:07:16,Internet,Lynchburg,Virginia,24502,Solved,No,June,9
339012,Video Throttling,2015-06-13,2015-06-13 00:00:00,1900-01-01 13:12:13,Internet,Lynnfield,Massachusetts,1940,Solved,No,June,13
349588,Disneyxfinity,2015-06-18,2015-06-18 00:00:00,1900-01-01 15:38:33,Customer Care Call,Lynnwood,Washington,98036,Solved,No,June,15
374749,Ridiculous and inconsistent billing,2015-06-30,2015-06-30 00:00:00,1900-01-01 13:30:48,Internet,Lynnwood,Washington,98036,Solved,No,June,13
370293,Disney over inflating Data Meter Usage,2015-06-27,2015-06-27 00:00:00,1900-01-01 17:12:43,Customer Care Call,Mabelton,Georgia,30126,Closed,No,June,17
227906,Disney Billing Fraud,2015-09-04,2015-09-04 00:00:00,1900-01-01 22:38:59,Internet,Mableton,Georgia,30126,Closed,No,September,22
333248,Disney  Incorrect Billing Issues  Has Happened on Multiple Occasions with my Account,2015-10-06,2015-10-06 00:00:00,1900-01-01 16:27:06,Internet,Mableton,Georgia,30126,Solved,No,October,16
371924,Repeated issues with Disney billing and customer service,2015-06-29,2015-06-29 00:00:00,1900-01-01 11:53:31,Internet,Macomb,Illinois,61455,Solved,No,June,11
300802,Disney Data cap,2015-05-21,2015-05-21 00:00:00,1900-01-01 09:05:26,Customer Care Call,Madison,Alabama,35756,Open,No,May,9
361078,Unfair pricing practices,2015-06-24,2015-06-24 00:00:00,1900-01-01 09:50:19,Internet,Madison,Alabama,35758,Solved,Yes,June,9
300500,Disney Customer Service,2015-05-20,2015-05-20 00:00:00,1900-01-01 20:49:38,Internet,Madison,Connecticut,6443,Solved,No,May,20
340564,Disney Business Internet  Not Providing Service to New Location  Will Not Terminate Contract Despite Multiple Attempts,2015-06-15,2015-06-15 00:00:00,1900-01-01 10:16:23,Internet,Madison,Mississippi,39110,Solved,No,June,10
324188,Data Caps Discourage Commerce,2015-04-06,2015-04-06 00:00:00,1900-01-01 18:55:59,Customer Care Call,Madison,Tennessee,37115,Solved,No,April,18
359823,Disney Internet Is Atrocious,2015-06-23,2015-06-23 00:00:00,1900-01-01 19:07:16,Internet,Magalia,California,95954,Pending,No,June,19
365166,Disney,2015-06-25,2015-06-25 00:00:00,1900-01-01 13:51:26,Customer Care Call,Manahawkin,New Jersey,8059,Solved,No,June,13
371299,Internet speed,2015-06-28,2015-06-28 00:00:00,1900-01-01 21:09:54,Customer Care Call,Manahawkin,New Jersey,8050,Open,No,June,21
270663,Disney cancellation issue,2015-03-05,2015-03-05 00:00:00,1900-01-01 15:41:03,Customer Care Call,Manassas,Virginia,20110,Solved,No,March,15
244436,internet availability,2015-04-20,2015-04-20 00:00:00,1900-01-01 11:43:14,Customer Care Call,Manchester,New Hampshire,3102,Closed,No,April,11
302448,Disney is giving me the ring around and charged me 130,2015-05-21,2015-05-21 00:00:00,1900-01-01 19:36:45,Internet,Manchester,New Hampshire,3101,Solved,No,May,19
361007,Disney over charges,2015-06-24,2015-06-24 00:00:00,1900-01-01 09:27:57,Internet,Manchester,New Jersey,8759,Solved,Yes,June,9
234680,Disney Internet Billing ProblemsDisrespectful Customer Service Agents,2015-04-14,2015-04-14 00:00:00,1900-01-01 13:24:46,Internet,Manchester,Pennsylvania,17345,Closed,No,April,13
363966,Bill Flucuation,2015-06-25,2015-06-25 00:00:00,1900-01-01 09:15:11,Customer Care Call,Manvel,Texas,77578,Solved,No,June,9
259629,Disney internetPrice keeps changing,2015-04-27,2015-04-27 00:00:00,1900-01-01 16:40:09,Internet,Mapleton,Utah,84664,Closed,No,April,16
221175,Disney Continuous Modem Rental Charges,2015-07-04,2015-07-04 00:00:00,1900-01-01 10:55:32,Customer Care Call,Margate,Florida,33063,Closed,No,July,10
360185,Disney Throttling Internet,2015-06-23,2015-06-23 00:00:00,1900-01-01 21:26:30,Internet,Margate,New Jersey,8402,Open,Yes,June,21
220948,Customer Service and Billing Complaint,2015-07-04,2015-07-04 00:00:00,1900-01-01 07:42:23,Internet,Marietta,Georgia,30068,Closed,No,July,7
264114,300GBmonth data cap trial for several years now,2015-04-29,2015-04-29 00:00:00,1900-01-01 13:26:32,Customer Care Call,Marietta,Georgia,30062,Closed,No,April,13
286994,Disney data usage cap,2015-05-13,2015-05-13 00:00:00,1900-01-01 02:54:18,Internet,Marietta,Georgia,30068,Open,No,May,2
292968,Disney Data Caps,2015-05-16,2015-05-16 00:00:00,1900-01-01 00:19:09,Customer Care Call,Marietta,Georgia,30067,Solved,No,May,0
295614,Disney refuses to honor a plan that one of their sales reps offered,2015-05-18,2015-05-18 00:00:00,1900-01-01 17:11:06,Internet,Marietta,Georgia,30066,Solved,No,May,17
316247,Disney,2015-01-06,2015-01-06 00:00:00,1900-01-01 09:39:09,Internet,Marietta,Georgia,30066,Closed,No,January,9
326514,Data Cap imposed without notice,2015-06-06,2015-06-06 00:00:00,1900-01-01 06:08:52,Internet,Marietta,Georgia,30066,Solved,No,June,6
329684,Disney charging over 600 for data,2015-08-06,2015-08-06 00:00:00,1900-01-01 22:53:54,Customer Care Call,Marietta,Georgia,30067,Closed,No,August,22
354546,DisneyXfinity,2015-06-21,2015-06-21 00:00:00,1900-01-01 10:51:49,Customer Care Call,Marietta,Georgia,30067,Solved,No,June,10
358050,Disney Business Internet,2015-06-23,2015-06-23 00:00:00,1900-01-01 12:17:42,Internet,Marietta,Georgia,30062,Solved,No,June,12
362909,Disney 300GB data cap,2015-06-24,2015-06-24 00:00:00,1900-01-01 17:19:51,Customer Care Call,Marietta,Georgia,30066,Solved,No,June,17
366944,Disney Charges,2015-06-25,2015-06-25 00:00:00,1900-01-01 19:56:22,Internet,Marietta,Georgia,30062,Solved,No,June,19
367546,Overcharged Internet Billing,2015-06-26,2015-06-26 00:00:00,1900-01-01 09:47:15,Internet,Marietta,Georgia,30068,Open,No,June,9
368500,Disney 300Gb Data Cap,2015-06-26,2015-06-26 00:00:00,1900-01-01 14:57:56,Internet,Marietta,Georgia,30066,Solved,No,June,14
371385,Disney  Billing Practices,2015-06-28,2015-06-28 00:00:00,1900-01-01 23:14:57,Customer Care Call,Marietta,Georgia,30064,Open,No,June,23
318574,Disney Billing and Service Issues,2015-02-06,2015-02-06 00:00:00,1900-01-01 12:07:56,Customer Care Call,Markham,Illinois,60428,Open,No,February,12
359592,Intermittent poor service,2015-06-23,2015-06-23 00:00:00,1900-01-01 17:52:17,Internet,Marlborough,Connecticut,6447,Open,No,June,17
281940,Inconsistent and poor internet performance,2015-09-05,2015-09-05 00:00:00,1900-01-01 14:51:48,Customer Care Call,Marlton,New Jersey,5053,Closed,No,September,14
367321,Internet performance latencybandwidth substantially below what Im paying for for weeks,2015-06-26,2015-06-26 00:00:00,1900-01-01 01:45:58,Internet,Martinez,California,94553,Open,No,June,1
224222,Disney endless problems,2015-08-04,2015-08-04 00:00:00,1900-01-01 14:07:47,Internet,Martinez,Georgia,30907,Closed,No,August,14
218696,Internet connection delibrately slowed down,2015-05-04,2015-05-04 00:00:00,1900-01-01 22:06:33,Internet,Martinez,Georgia,30907,Closed,No,May,22
249355,Disney  Customer ServiceTechnical Service Inferiority,2015-04-22,2015-04-22 00:00:00,1900-01-01 01:38:59,Customer Care Call,Martinsburg,West Virginia,25403,Closed,No,April,1
337071,Disney cable outage,2015-12-06,2015-12-06 00:00:00,1900-01-01 13:40:52,Customer Care Call,Martinsburg,West Virginia,25405,Solved,No,December,13
236299,service not disconnected as requested overcharged and overpaid as a result,2015-04-15,2015-04-15 00:00:00,1900-01-01 07:58:43,Customer Care Call,Maryland Heights,Missouri,10701,Closed,No,April,7
340647,Disney service,2015-06-15,2015-06-15 00:00:00,1900-01-01 11:00:19,Customer Care Call,Marysville,California,95901,Solved,No,June,11
372859,INFINITY  Disney,2015-06-29,2015-06-29 00:00:00,1900-01-01 16:10:08,Customer Care Call,Marysville,Washington,98271,Solved,No,June,16
291044,Datacaps,2015-05-14,2015-05-14 00:00:00,1900-01-01 20:42:22,Customer Care Call,Maynardville,Tennessee,37807,Open,No,May,20
246635,Disney Internet Speeds,2015-04-21,2015-04-21 00:00:00,1900-01-01 11:02:40,Customer Care Call,Maywood,New Jersey,7607,Closed,Yes,April,11
306219,Disney  internet service complaint,2015-05-25,2015-05-25 00:00:00,1900-01-01 21:20:40,Internet,Mccordsville,Indiana,46055,Open,No,May,21
328801,NO Disney Uverse,2015-08-06,2015-08-06 00:00:00,1900-01-01 15:41:26,Internet,Mcdonough,Georgia,30253,Closed,No,August,15
211775,Horrible Service,2015-01-04,2015-01-04 00:00:00,1900-01-01 12:28:58,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No,January,12
316927,Disney Internet,2015-01-06,2015-01-06 00:00:00,1900-01-01 14:21:30,Customer Care Call,Mckeesport,Pennsylvania,15132,Closed,No,January,14
335859,internet,2015-11-06,2015-11-06 00:00:00,1900-01-01 19:47:29,Internet,Mechanicsburg,Pennsylvania,17050,Solved,Yes,November,19
337869,Wasted Time and money,2015-12-06,2015-12-06 00:00:00,1900-01-01 16:50:15,Customer Care Call,Medley,Florida,33178,Solved,No,December,16
334514,billing issues,2015-11-06,2015-11-06 00:00:00,1900-01-01 11:40:59,Internet,Melvindale,Michigan,48122,Solved,No,November,11
215077,Forced to pay for Home Security Services that are inactive bundled with my internet services,2015-02-04,2015-02-04 00:00:00,1900-01-01 17:46:46,Customer Care Call,Memphis,Tennessee,38111,Closed,No,February,17
